time,open,high,low,close,Volume
1502942400,301.13,307.96,298,307.96,1561.95305
1502956800,307.95,312,307,308.95,1177.71088
1502971200,308.95,310.51,303.56,307.06,1882.05267
1502985600,307.06,312.18,298.21,301.6,1208.05192
1503000000,301.6,310.85,299.01,302,1200.94182
1503014400,302,306.47,295.19,301.4,1690.58319
1503028800,301.4,309.49,298.41,306.24,1732.52616
1503043200,306.24,311.79,303.22,307.78,1213.01283
1503057600,307.78,310.29,296.32,298.8,1358.99471
1503072000,298.8,301.11,287.37,293.83,1620.71499
1503086400,295.46,295.46,283.94,293.96,1922.01458
1503100800,293.96,299.84,292.83,293.22,282.19297
1503115200,294.69,299.9,287.01,290.16,235.2921
1503129600,290.16,293.17,278,282.58,1139.03045
1503144000,281.39,290.85,279.56,288.64,288.29994
1503158400,288.64,295,284.16,293.31,127.38589
1503172800,293.31,294.9,288.8,290.91,73.99638
1503187200,290.91,292.42,285.96,292.41,68.40092
1503201600,292.41,295.56,285.39,292.08,252.26228
1503216000,293.02,296.89,282.85,295,240.75968
1503230400,295,296.92,292.28,295.1,67.3647
1503244800,295.1,300.53,293.28,297.88,361.56695
1503259200,297.87,300.53,294.51,299.1,1519.78418
1503273600,299.1,300.9,294.6,299.85,723.80595
1503288000,299.85,329.49,299.11,318.5,888.57113
1503302400,318.5,333.66,312.6,331.53,207.37686
1503316800,331.33,346.52,325.42,334.94,1227.44025
1503331200,334.94,342.72,316.82,329.71,1715.07272
1503345600,332.27,332.74,316.12,323.29,457.17851
1503360000,323.29,330.41,280,280,809.61524
1503374400,144.21,310.24,144.21,300.35,707.47249
1503388800,300.35,313.16,296,308.03,2176.12505
1503403200,311.16,311.24,301.48,308.39,1756.8306
1503417600,305.08,320.76,305.08,307.03,1304.2511
1503432000,307.03,313.99,305.08,309.8,1202.0564
1503446400,312.25,319.78,309.41,317.26,1088.33347
1503460800,315.45,324.99,315.35,319.06,1376.06321
1503475200,319.06,324.51,318.02,319.2,1285.87403
1503489600,319.2,322,313.75,319.2,2106.38559
1503504000,319.2,322.34,315.53,318.57,1635.49673
1503518400,318.57,320.2,312.05,315.74,1173.57266
1503532800,315.74,318.45,314.01,315.22,1061.17398
1503547200,315.22,322.36,314.31,318.54,1074.07592
1503561600,318.54,323.61,316.14,323.61,1670.50319
1503576000,322.51,328.04,317.9,321.2,1138.04846
1503590400,321.2,325.35,318.97,321.23,909.12592
1503604800,321.23,326.33,318.97,323.42,900.34445
1503619200,323.42,330.44,323.42,326.55,1406.8485
1503633600,326.55,335,326.55,330.29,1115.60692
1503648000,330.29,335.41,327.4,331.26,1199.42604
1503662400,331.26,335.33,328.72,333.15,1961.178
1503676800,333.15,338.28,325.42,328.71,751.25954
1503691200,329.91,332.27,324.9,327.24,691.65062
1503705600,327.24,332.27,323.41,323.46,569.57801
1503720000,323.46,329.69,323.41,327.9,1070.6985
1503734400,328.45,331.25,326.69,327.89,856.541
1503748800,328.25,335.44,324.06,327,940.58482
1503763200,327,334.17,326.7,331.19,803.00095
1503777600,332.68,334.17,329.33,330.79,637.28193
1503792000,332.18,338.28,330.79,331.62,1056.62234
1503806400,334.5,338.29,331.49,332.77,689.1668
1503820800,332.77,338.42,330.73,333.94,857.24989
1503835200,333.93,336.99,331.88,334.67,665.54231
1503849600,335.04,341.47,332.97,339.64,795.13177
1503864000,341.47,348.13,337.12,348.13,571.72404
1503878400,348.11,351,343.44,343.44,740.63428
1503892800,343.43,343.69,331.95,338.77,1139.94898
1503907200,338.77,342.86,336.54,341.9,636.04761
1503921600,341.9,347.41,339.34,341.83,587.29518
1503936000,341.83,347.42,340.49,344.3,759.06227
1503950400,344.3,348.5,342.16,346,416.19338
1503964800,346,353.23,346,350.03,276.84576
1503979200,350.03,360.79,350.02,354.18,381.6272
1503993600,354.17,367.13,354.01,356.75,463.44028
1504008000,356.75,367.4,356.75,364.57,737.9557
1504022400,365.74,373.66,362.79,367.44,694.84255
1504036800,367.44,377.6,367.36,374.7,477.42276
1504051200,374.7,377.8,367.37,373,344.29846
1504065600,373,393.71,372.92,378.14,452.43879
1504080000,378.16,384.33,362.05,375.9,1349.92146
1504094400,373.01,385.33,370.49,379.38,1027.5116
1504108800,379.38,389.8,378.72,383.38,678.10192
1504123200,385.34,387.29,380.74,385.93,594.32385
1504137600,384.64,384.64,377.78,383.51,676.3998
1504152000,383.66,385.94,379.21,383.14,482.67689
1504166400,383.14,387.42,378.85,387.42,788.3641
1504180800,385.82,389.36,383.48,383.76,905.28394
1504195200,384.38,387.39,383.13,384.45,876.63173
1504209600,384.45,388.25,383.19,384.79,704.2601
1504224000,384.79,394.39,384.79,390.86,752.09698
1504238400,392.65,394.27,383.18,388.4,754.44472
1504252800,389.48,393.08,387.46,389.64,865.19825
1504267200,389.56,391.2,385.88,387.01,827.84309
1504281600,387.91,393.4,386.05,388.08,797.61671
1504296000,389.62,394.02,388.08,388.46,201.48459
1504310400,388.46,394.32,373.66,378.52,916.21546
1504324800,378.51,379.6,347,363.7,1906.75794
1504339200,364.83,364.84,350.42,357,1296.25993
1504353600,358.25,360.28,327.09,341.72,1569.16565
1504368000,341.72,345.27,329.73,336.18,1353.98239
1504382400,338.08,343.15,320.08,343.14,1197.94587
1504396800,343.14,352.67,340.2,348.85,1014.47822
1504411200,348.85,367.28,348.84,357.81,697.53237
1504425600,357.82,363.45,334.75,336.54,1200.03896
1504440000,337.69,348.22,320.08,329.34,1590.16682
1504454400,329.34,347.73,328.3,343.03,451.76818
1504468800,343.61,347.68,337.35,341.77,299.63756
1504483200,341.77,344.55,328.27,329.62,348.0023
1504497600,329.62,339.26,270.38,275.01,1369.08087
1504512000,284.51,314.27,270,289.93,2246.11858
1504526400,289.93,298.18,267.94,269.54,1435.02347
1504540800,268.93,302.55,268.2,296.43,660.72272
1504555200,296.43,312.92,282.36,283.77,678.86267
1504569600,286.81,298.74,235.55,271.12,2602.05439
1504584000,269.61,297.25,268.11,296.52,1541.68659
1504598400,296.56,299.64,282.52,295.98,1497.65197
1504612800,295.79,304.99,289.1,291.66,1281.64552
1504627200,291.66,321.52,285.94,318.26,677.80125
1504641600,318.71,320.45,309.76,312.09,743.57952
1504656000,313.29,333.12,312.09,325.73,1625.39279
1504670400,325.55,328.06,314.76,318.53,886.19577
1504684800,318.53,335.02,318.53,335.02,1046.05074
1504699200,331.73,335.24,321.01,335,1719.35362
1504728000,335,336.34,335,335,209.31696
1504742400,335,335.01,320.35,326.59,695.13817
1504756800,326.59,330.45,321.31,323.57,257.51863
1504771200,323.57,332.53,320.17,329.94,470.73116
1504785600,329.94,338.38,327.79,337,963.8723
1504800000,337,342.5,328.81,333.52,522.99046
1504814400,333.52,338.35,329.15,334.49,193.64673
1504828800,334.49,335.1,326.79,330,380.72444
1504843200,329.35,331.68,324.72,329.57,297.62059
1504857600,329.57,333.76,329.57,331.53,288.20259
1504872000,331.53,331.57,272,294.05,2343.12862
1504886400,294.05,310.46,280.8,294.06,899.60081
1504900800,294.06,306.9,281.52,302.99,706.47988
1504915200,302.99,302.99,286.96,292.31,794.06721
1504929600,292.31,306.42,281.66,299.68,471.38503
1504944000,301,303,295,303,233.06016
1504958400,303,307,295.01,298.98,521.54298
1504972800,298.98,298.98,285.17,298.76,372.28872
1504987200,298.76,302.77,294.56,296.74,348.24412
1505001600,296.72,299,281.51,290.58,564.96572
1505016000,285.67,291,261.03,276.86,1045.20535
1505030400,276.86,287.05,265,280.22,1134.57261
1505044800,280.22,288,279.98,283.2,483.87901
1505059200,283.13,302.78,283,302.78,608.61377
1505073600,302.78,302.78,291.87,293.5,319.21453
1505088000,293.5,304.98,285.21,301.76,2013.88975
1505102400,301.73,304.89,286.82,293.96,1475.9681
1505116800,293.96,297.36,288.98,294.46,385.84526
1505131200,293.44,300.97,292.16,299.2,552.72849
1505145600,299.2,301.99,294.77,295.56,247.92173
1505160000,295.56,297.74,293.38,297.3,153.29314
1505174400,297.3,304.41,297.3,304.41,1075.62978
1505188800,304.41,316.46,302.62,314.15,1060.98838
1505203200,314.15,314.15,302.32,310.95,782.33129
1505217600,311.25,311.81,300,304.21,1403.04238
1505232000,304.06,305.22,286.01,295.07,698.70823
1505246400,295.07,297.66,291.42,293.96,155.61396
1505260800,293.96,294.5,275,275,1088.34772
1505275200,276.5,283.74,267,277.83,765.54219
1505289600,278.55,280.63,262,263.84,1453.0078
1505304000,263.26,274.21,257.05,266.93,1715.55432
1505318400,266.93,278.24,264.95,266.1,816.20735
1505332800,269.1,282.77,268.01,276.91,612.56898
1505347200,276.91,283.77,270,270,730.37941
1505361600,270,275,266.95,270.85,640.59746
1505376000,270.85,273,238.34,238.39,3489.3471
1505390400,238.43,253.01,229.77,243.48,3489.76076
1505404800,243.48,244.99,221.5,234.22,2018.08109
1505419200,234.22,240.49,215,215.21,2233.79094
1505433600,217,243.96,212.11,234,2143.814
1505448000,234,235,212.11,220,1948.03386
1505462400,218.93,225.91,192,199.28,2766.15251
1505476800,199.28,270.93,195.09,262.28,4298.87988
1505491200,257.03,267.69,235.03,259.01,1888.29606
1505505600,259.01,263.4,252.85,253,1178.71899
1505520000,255.99,269.99,250,259,1978.90843
1505534400,258.99,271.81,256,263.55,2328.28181
1505548800,263.55,268.72,235.51,249.99,2955.2314
1505563200,249.99,258.19,242.3,243,1579.13798
1505577600,243,257,243,246.62,1024.07932
1505592000,246.62,256,245.75,249.31,496.42117
1505606400,249.31,252.54,244,245.02,817.74484
1505620800,245.02,249.97,242,242.09,689.05614
1505635200,242.1,246,239.02,242.84,954.31064
1505649600,241.27,254,240.05,253.25,959.04645
1505664000,253,264.39,252.01,262.06,760.55003
1505678400,262.21,263.97,257,257.55,433.82527
1505692800,257.55,285.01,257.11,282,1231.17685
1505707200,282,299,278.88,289.05,910.52775
1505721600,291,291,279.61,288.88,409.25942
1505736000,288.88,306.22,285.06,290.87,1369.73879
1505750400,290.87,293.87,285.1,288,115.94574
1505764800,288,296,288,294.57,89.32196
1505779200,294.57,300,287,289.87,340.59886
1505793600,289.87,289.87,277.41,277.41,449.50527
1505808000,277.41,294.99,277.41,289,346.3444
1505822400,289,290,284,289.98,260.13781
1505836800,289.44,289.96,282,282,236.76833
1505851200,282,286.98,278,284,236.55385
1505865600,284.01,284.96,280,281,230.6785
1505880000,280.02,288,275.91,288,165.8878
1505894400,288,288,280.98,284.05,149.50263
1505908800,284.05,294,283.99,291.01,346.22237
1505923200,291.01,293.94,288,288,84.90224
1505937600,288,290,282,282,83.3738
1505952000,282,286,280.01,280.01,209.78698
1505966400,280.01,285,278.05,285,128.26039
1505980800,285,287,282.09,282.83,154.72323
1505995200,282.83,284.11,265.5,267.02,543.28548
1506009600,270.77,270.8,255.02,260.87,513.98788
1506024000,260.87,264.43,252.1,257,362.51187
1506038400,257,268,257,268,370.89952
1506052800,268,272.97,263.32,263.32,271.93668
1506067200,263.32,264.79,253.5,254.22,224.71564
1506081600,254.22,262.01,253.01,253.01,362.84121
1506096000,253.01,259.99,253.01,259.99,106.84895
1506110400,259.99,266.61,259.5,264,127.2705
1506124800,264,264,255.11,263,135.50806
1506139200,262,268.7,261.34,265.27,119.83588
1506153600,265.27,282.83,265.27,282.8,281.93736
1506168000,282.8,283.09,275.55,280,163.90341
1506182400,280,285,277.07,283,1044.0681
1506196800,281.3,286.23,278.77,285.93,1079.08291
1506211200,285.93,294.61,282.44,293.19,963.58239
1506225600,293.19,293.19,275,278.5,1617.41514
1506240000,278.95,282.95,277.95,280.47,947.05849
